Datetime,Center_Lon,Center_Lat,Max_Wind,Min_Press
2023-10-19 12:00:00,-94.18392,8.657501,15.691213,1005.7638
2023-10-19 13:00:00,-94.18392,8.49176,14.806515,1004.9662
2023-10-19 14:00:00,-94.26773,8.657501,13.638325,1006.1537
2023-10-19 15:00:00,-94.26773,8.657501,15.613092,1006.93567
2023-10-19 16:00:00,-94.35154,8.657501,14.563697,1006.12427
2023-10-19 17:00:00,-94.35154,8.657501,14.254532,1006.1029
2023-10-19 18:00:00,-94.43535,8.740341,14.587523,1005.701
2023-10-19 19:00:00,-94.51915,8.740341,16.802853,1006.10815
2023-10-19 20:00:00,-94.68677,8.905975,16.533094,1005.3939
2023-10-19 21:00:00,-94.60296,8.740341,15.88721,1004.9733
2023-10-19 22:00:00,-94.68677,8.905975,17.948229,1005.2851
2023-10-19 23:00:00,-94.68677,8.657501,20.188852,1004.3726
2023-10-20 00:00:00,-94.60296,8.740341,20.20167,1003.1011
2023-10-20 01:00:00,-94.60296,8.905975,19.619532,1003.31006
2023-10-20 02:00:00,-94.68677,8.988762,18.101883,1003.6551
2023-10-20 03:00:00,-94.854385,9.154282,17.3494,1003.8311
2023-10-20 04:00:00,-94.854385,8.988762,18.859308,1004.4424
2023-10-20 05:00:00,-94.854385,8.905975,18.73717,1004.37836
2023-10-20 06:00:00,-95.105804,8.657501,19.518494,1003.4597
2023-10-20 07:00:00,-94.854385,8.905975,18.798733,1004.92584
2023-10-20 08:00:00,-94.77058,8.905975,22.141232,1003.2973
2023-10-20 09:00:00,-95.18961,8.574646,23.162182,1003.4883
2023-10-20 10:00:00,-95.021996,8.574646,27.943132,1001.2397
2023-10-20 11:00:00,-94.854385,8.905975,25.904892,1002.32574
2023-10-20 12:00:00,-95.105804,8.657501,26.500278,1001.1441
2023-10-20 13:00:00,-95.18961,8.8231735,22.56836,1001.3748
2023-10-20 14:00:00,-95.105804,8.657501,20.909416,1001.2718
2023-10-20 15:00:00,-95.105804,8.657501,21.112862,1001.67725
2023-10-20 16:00:00,-95.105804,8.657501,21.755013,1000.96106
2023-10-20 17:00:00,-95.105804,8.657501,18.410055,1001.32294
2023-10-20 18:00:00,-95.105804,8.657501,19.82278,1002.3854
2023-10-20 19:00:00,-95.18961,8.657501,20.882067,1002.4105
2023-10-20 20:00:00,-95.105804,8.657501,23.337591,1001.50543
2023-10-20 21:00:00,-95.18961,8.657501,24.23784,1001.2054
2023-10-20 22:00:00,-95.105804,8.657501,22.495363,1000.9358
2023-10-20 23:00:00,-95.18961,8.8231735,22.742556,1001.54315
2023-10-21 00:00:00,-95.105804,8.657501,24.9947,999.9201
2023-10-21 01:00:00,-95.18961,8.657501,22.743883,1001.26227
2023-10-21 02:00:00,-95.18961,8.8231735,21.341675,1001.3915
2023-10-21 03:00:00,-95.105804,8.657501,23.270784,1001.4127
2023-10-21 04:00:00,-95.18961,8.574646,24.573732,1001.3015
2023-10-21 05:00:00,-95.021996,8.574646,28.982706,998.3785
2023-10-21 06:00:00,-94.93819,8.8231735,26.675556,998.6586
